record_date,link,record_details,publication_date,school_id
18 April 2023,https://files.ofsted.gov.uk/v1/file/50220010,School inspection: Outstanding,15 June 2023,21_102885
17 September 2008,https://files.ofsted.gov.uk/v1/file/917649,Full inspection: Outstanding,03 October 2008,21_102885
06 December 2005,https://files.ofsted.gov.uk/v1/file/805721,Full inspection: Good,19 January 2006,21_102885
18 January 2000,https://files.ofsted.gov.uk/v1/file/765183,Full inspection,12 May 2000,21_102885
10 January 2023,https://files.ofsted.gov.uk/v1/file/50209968,School inspection,06 March 2023,21_102892
20 June 2017,https://files.ofsted.gov.uk/v1/file/2723489,Short inspection,06 September 2017,21_102892
23 April 2013,https://files.ofsted.gov.uk/v1/file/2217535,Full inspection: Good,16 May 2013,21_102892
07 January 2011,https://files.ofsted.gov.uk/v1/file/1564949,Interim assessment,12 May 2011,21_102892
02 October 2007,https://files.ofsted.gov.uk/v1/file/830881,Full inspection: Good,29 October 2007,21_102892
05 February 2002,https://files.ofsted.gov.uk/v1/file/771177,Full inspection,09 May 2002,21_102892
14 January 2014,https://files.ofsted.gov.uk/v1/file/2341945,Full inspection: Outstanding,06 March 2014,21_102895
25 May 2011,https://files.ofsted.gov.uk/v1/file/1973437,Full inspection: Outstanding,15 June 2011,21_102895
08 November 2007,https://files.ofsted.gov.uk/v1/file/830885,Full inspection: Good,22 November 2007,21_102895
24 February 2003,https://files.ofsted.gov.uk/v1/file/781269,Full inspection,05 June 2003,21_102895
28 November 2023,https://files.ofsted.gov.uk/v1/file/50238154,School inspection: Good,23 January 2024,21_102896
01 May 2018,https://files.ofsted.gov.uk/v1/file/2776303,Short inspection,30 May 2018,21_102896
24 April 2014,https://files.ofsted.gov.uk/v1/file/2381725,Full inspection: Good,19 May 2014,21_102896
09 January 2012,https://files.ofsted.gov.uk/v1/file/1930891,Interim assessment,20 March 2012,21_102896
19 May 2009,https://files.ofsted.gov.uk/v1/file/917653,Full inspection: Good,15 June 2009,21_102896
29 June 2006,https://files.ofsted.gov.uk/v1/file/805725,Full inspection: Good,17 July 2006,21_102896
31 October 2000,https://files.ofsted.gov.uk/v1/file/777825,Full inspection,07 February 2001,21_102896
04 May 2022,https://files.ofsted.gov.uk/v1/file/50186985,School inspection: Good,28 June 2022,21_102897
30 June 2010,https://files.ofsted.gov.uk/v1/file/975857,Interim assessment,22 July 2010,21_102897
18 June 2007,https://files.ofsted.gov.uk/v1/file/830889,Full inspection: Outstanding,03 July 2007,21_102897
10 June 2002,https://files.ofsted.gov.uk/v1/file/774257,Full inspection,13 September 2002,21_102897
03 November 2022,https://files.ofsted.gov.uk/v1/file/50204812,School inspection: Outstanding,16 January 2023,21_102902
05 February 2020,https://files.ofsted.gov.uk/v1/file/50148544,Monitoring visit,10 March 2020,21_102902
07 January 2011,https://files.ofsted.gov.uk/v1/file/1564017,Interim assessment,12 May 2011,21_102902
10 June 2008,https://files.ofsted.gov.uk/v1/file/878481,Full inspection: Outstanding,30 June 2008,21_102902
21 June 2004,https://files.ofsted.gov.uk/v1/file/796413,Full inspection,15 October 2004,21_102902
07 November 2023,https://files.ofsted.gov.uk/v1/file/50236560,School inspection: Good,03 January 2024,21_102906
18 June 2013,https://files.ofsted.gov.uk/v1/file/2241397,Full inspection: Outstanding,10 July 2013,21_102906
11 June 2009,https://files.ofsted.gov.uk/v1/file/917661,Full inspection: Outstanding,01 July 2009,21_102906
20 March 2006,https://files.ofsted.gov.uk/v1/file/805733,Full inspection: Good,20 April 2006,21_102906
22 January 2001,https://files.ofsted.gov.uk/v1/file/766051,Full inspection,25 April 2001,21_102906
08 July 2015,https://files.ofsted.gov.uk/v1/file/2507343,Full inspection: Outstanding,08 September 2015,21_102908
15 January 2013,https://files.ofsted.gov.uk/v1/file/2165735,Interim assessment,29 January 2013,21_102908
11 March 2010,https://files.ofsted.gov.uk/v1/file/947557,Full inspection: Good,20 April 2010,21_102908
23 November 2006,https://files.ofsted.gov.uk/v1/file/830893,Full inspection: Satisfactory,12 December 2006,21_102908
28 October 2002,https://files.ofsted.gov.uk/v1/file/781273,Full inspection,06 February 2003,21_102908
05 June 2024,https://files.ofsted.gov.uk/v1/file/50250845,School inspection: Good,27 June 2024,21_102909
13 October 2020,https://files.ofsted.gov.uk/v1/file/50156004,Monitoring visit,16 November 2020,21_102909
18 April 2013,https://files.ofsted.gov.uk/v1/file/2216271,Full inspection: Outstanding,13 May 2013,21_102909
07 January 2011,https://files.ofsted.gov.uk/v1/file/1563825,Interim assessment,12 May 2011,21_102909
27 March 2008,https://files.ofsted.gov.uk/v1/file/878493,Full inspection: Good,28 April 2008,21_102909
12 February 2001,https://files.ofsted.gov.uk/v1/file/761093,Full inspection,16 May 2001,21_102909
28 November 2023,https://files.ofsted.gov.uk/v1/file/50238185,School inspection: Outstanding,24 January 2024,21_102910
26 June 2009,https://files.ofsted.gov.uk/v1/file/917669,Full inspection: Outstanding,16 July 2009,21_102910
07 July 2008,https://files.ofsted.gov.uk/v1/file/937393,Curriculum and development visit,17 October 2008,21_102910
21 January 2008,https://files.ofsted.gov.uk/v1/file/913741,Curriculum and development visit,25 February 2008,21_102910
10 July 2006,https://files.ofsted.gov.uk/v1/file/805741,Full inspection: Outstanding,08 September 2006,21_102910
27 November 2000,https://files.ofsted.gov.uk/v1/file/777001,Full inspection,28 July 2006,21_102910
21 February 2024,https://files.ofsted.gov.uk/v1/file/50242855,School inspection,26 March 2024,21_102915
05 December 2018,https://files.ofsted.gov.uk/v1/file/50050113,Short inspection,15 January 2019,21_102915
22 October 2014,https://files.ofsted.gov.uk/v1/file/2432831,Full inspection: Good,17 November 2014,21_102915
16 September 2010,https://files.ofsted.gov.uk/v1/file/980059,Full inspection: Good,12 October 2010,21_102915
27 March 2008,https://files.ofsted.gov.uk/v1/file/878501,Full inspection: Good,24 April 2008,21_102915
13 October 2003,https://files.ofsted.gov.uk/v1/file/792335,Full inspection,10 June 2004,21_102915
03 December 2020,https://files.ofsted.gov.uk/v1/file/50159764,Monitoring visit,21 January 2021,21_102919
16 July 2019,https://files.ofsted.gov.uk/v1/file/50108191,Short inspection,12 September 2019,21_102919
12 January 2016,https://files.ofsted.gov.uk/v1/file/2540357,Short inspection,08 February 2016,21_102919
12 October 2011,https://files.ofsted.gov.uk/v1/file/1983083,Full inspection: Good,07 November 2011,21_102919
30 June 2010,https://files.ofsted.gov.uk/v1/file/975863,Interim assessment,22 July 2010,21_102919
07 June 2007,https://files.ofsted.gov.uk/v1/file/830909,Full inspection: Good,25 June 2007,21_102919
29 April 2002,https://files.ofsted.gov.uk/v1/file/771461,Full inspection,13 September 2002,21_102919
08 February 2023,https://files.ofsted.gov.uk/v1/file/50212648,School inspection,29 March 2023,21_102921
29 March 2017,https://files.ofsted.gov.uk/v1/file/2684277,Full inspection: Outstanding,16 May 2017,21_102921
03 November 2011,https://files.ofsted.gov.uk/v1/file/1985051,Full inspection: Good,25 November 2011,21_102921
02 December 2010,https://files.ofsted.gov.uk/v1/file/1448053,Curriculum and development visit,20 January 2011,21_102921
20 October 2008,https://files.ofsted.gov.uk/v1/file/878513,Full inspection: Good,10 November 2008,21_102921
09 May 2005,https://files.ofsted.gov.uk/v1/file/800059,Full inspection,22 July 2005,21_102921
07 February 2023,https://files.ofsted.gov.uk/v1/file/50212045,School inspection,23 March 2023,21_102982
31 October 2017,https://files.ofsted.gov.uk/v1/file/2738719,Full inspection: Good,23 November 2017,21_102982
03 June 2014,https://files.ofsted.gov.uk/v1/file/2421899,Full inspection: Good,02 October 2014,21_102982
16 February 2011,https://files.ofsted.gov.uk/v1/file/1962257,Full inspection: Good,15 March 2011,21_102982
17 March 2008,https://files.ofsted.gov.uk/v1/file/830945,Full inspection: Good,22 April 2008,21_102982
24 June 2002,https://files.ofsted.gov.uk/v1/file/786947,Full inspection,26 September 2002,21_102982
29 November 2023,https://files.ofsted.gov.uk/v1/file/50238278,School inspection: Outstanding,24 January 2024,21_102993
13 October 2011,https://files.ofsted.gov.uk/v1/file/1983087,Full inspection: Outstanding,07 November 2011,21_102993
10 March 2009,https://files.ofsted.gov.uk/v1/file/917699,Full inspection: Good,31 March 2009,21_102993
29 November 2005,https://files.ofsted.gov.uk/v1/file/805785,Full inspection: Outstanding,24 January 2006,21_102993
04 October 1999,https://files.ofsted.gov.uk/v1/file/775007,Full inspection,12 May 2000,21_102993
13 December 2022,https://files.ofsted.gov.uk/v1/file/50207020,School inspection,03 February 2023,21_103032
28 March 2017,https://files.ofsted.gov.uk/v1/file/2682935,Short inspection,10 May 2017,21_103032
16 July 2013,https://files.ofsted.gov.uk/v1/file/2263021,Full inspection: Good,09 September 2013,21_103032
09 November 2010,https://files.ofsted.gov.uk/v1/file/1954359,Full inspection: Satisfactory,01 December 2010,21_103032
01 July 2008,https://files.ofsted.gov.uk/v1/file/878645,Full inspection: Good,18 July 2008,21_103032
25 April 2005,https://files.ofsted.gov.uk/v1/file/797371,Full inspection,15 July 2005,21_103032
07 February 2023,https://files.ofsted.gov.uk/v1/file/50211712,School inspection,21 March 2023,21_103036
26 September 2017,https://files.ofsted.gov.uk/v1/file/2730439,Short inspection,13 October 2017,21_103036
10 October 2012,https://files.ofsted.gov.uk/v1/file/2068727,Full inspection: Good,25 October 2012,21_103036
06 April 2011,https://files.ofsted.gov.uk/v1/file/1556353,Monitoring visit,02 May 2011,21_103036
24 March 2010,https://files.ofsted.gov.uk/v1/file/947605,Full inspection: Satisfactory,26 April 2010,21_103036
27 November 2006,https://files.ofsted.gov.uk/v1/file/830987,Full inspection: Good,15 December 2006,21_103036
30 April 2001,https://files.ofsted.gov.uk/v1/file/768445,Full inspection,18 July 2001,21_103036
29 November 2023,https://files.ofsted.gov.uk/v1/file/50238708,School inspection: Good,30 January 2024,21_103044
21 October 2020,https://files.ofsted.gov.uk/v1/file/50157384,Monitoring visit,03 December 2020,21_103044
20 November 2019,https://files.ofsted.gov.uk/v1/file/50134537,School inspection: Requires Improvement,16 December 2019,21_103044
13 April 2016,https://files.ofsted.gov.uk/v1/file/2564662,Full inspection: Good,29 April 2016,21_103044
21 March 2014,https://files.ofsted.gov.uk/v1/file/2368637,Monitoring visit,28 April 2014,21_103044
07 November 2013,https://files.ofsted.gov.uk/v1/file/2294229,Full inspection: Requires Improvement,29 November 2013,21_103044
13 September 2011,https://files.ofsted.gov.uk/v1/file/1980435,Full inspection: Satisfactory,05 October 2011,21_103044
24 March 2009,https://files.ofsted.gov.uk/v1/file/917729,Full inspection: Good,27 April 2009,21_103044
12 October 2005,https://files.ofsted.gov.uk/v1/file/805821,Full inspection: Good,25 November 2005,21_103044
31 January 2000,https://files.ofsted.gov.uk/v1/file/763435,Full inspection,12 May 2000,21_103044
25 June 2013,https://files.ofsted.gov.uk/v1/file/2244969,Full inspection: Outstanding,17 July 2013,21_103048
08 March 2011,https://files.ofsted.gov.uk/v1/file/1967265,Full inspection: Satisfactory,30 March 2011,21_103048
03 November 2010,https://files.ofsted.gov.uk/v1/file/1445527,Monitoring visit,17 November 2010,21_103048
09 June 2010,https://files.ofsted.gov.uk/v1/file/979075,Monitoring visit,23 June 2010,21_103048
09 December 2009,https://files.ofsted.gov.uk/v1/file/947609,Full inspection: Inadequate,25 February 2010,21_103048
07 May 2009,https://files.ofsted.gov.uk/v1/file/943033,Monitoring visit,21 May 2009,21_103048
21 October 2008,https://files.ofsted.gov.uk/v1/file/917733,Full inspection: Inadequate,26 November 2008,21_103048
15 September 2005,https://files.ofsted.gov.uk/v1/file/805825,Full inspection: Satisfactory,20 October 2005,21_103048
06 November 2000,https://files.ofsted.gov.uk/v1/file/776601,Full inspection,01 March 2001,21_103048
14 September 2022,https://files.ofsted.gov.uk/v1/file/50199053,School inspection,16 November 2022,21_103052
13 June 2017,https://files.ofsted.gov.uk/v1/file/2711153,Short inspection,20 July 2017,21_103052
15 September 2011,https://files.ofsted.gov.uk/v1/file/1980727,Full inspection: Good,07 October 2011,21_103052
05 February 2009,https://files.ofsted.gov.uk/v1/file/917741,Full inspection: Good,02 March 2009,21_103052
02 November 2005,https://files.ofsted.gov.uk/v1/file/805833,Full inspection: Good,25 November 2005,21_103052
13 November 2000,https://files.ofsted.gov.uk/v1/file/777113,Full inspection,01 March 2001,21_103052
20 March 2024,https://files.ofsted.gov.uk/v1/file/50245871,School inspection,02 May 2024,21_103053
09 October 2018,https://files.ofsted.gov.uk/v1/file/50037906,Full inspection: Good,12 November 2018,21_103053
23 May 2018,https://files.ofsted.gov.uk/v1/file/2781683,Short inspection,26 June 2018,21_103053
15 October 2013,https://files.ofsted.gov.uk/v1/file/2285865,Full inspection: Good,11 November 2013,21_103053
09 January 2012,https://files.ofsted.gov.uk/v1/file/1930923,Interim assessment,20 March 2012,21_103053
26 November 2008,https://files.ofsted.gov.uk/v1/file/917745,Full inspection: Good,17 December 2008,21_103053
11 October 2005,https://files.ofsted.gov.uk/v1/file/805837,Full inspection: Outstanding,22 November 2005,21_103053
27 November 2000,https://files.ofsted.gov.uk/v1/file/778319,Full inspection,01 March 2001,21_103053
13 July 2022,https://files.ofsted.gov.uk/v1/file/50195850,School inspection: Good,07 October 2022,21_103054
07 January 2011,https://files.ofsted.gov.uk/v1/file/1560037,Interim assessment,09 May 2011,21_103054
09 February 2010,https://files.ofsted.gov.uk/v1/file/974775,Curriculum and development visit,08 March 2010,21_103054
07 November 2007,https://files.ofsted.gov.uk/v1/file/878653,Full inspection: Outstanding,27 November 2007,21_103054
01 December 2003,https://files.ofsted.gov.uk/v1/file/789499,Full inspection,20 May 2004,21_103054
20 June 2023,https://files.ofsted.gov.uk/v1/file/50229012,School inspection: Good,22 September 2023,21_103059
09 May 2018,https://files.ofsted.gov.uk/v1/file/2777173,Short inspection,04 June 2018,21_103059
03 June 2014,https://files.ofsted.gov.uk/v1/file/2434549,Full inspection: Good,24 November 2014,21_103059
09 January 2012,https://files.ofsted.gov.uk/v1/file/1930927,Interim assessment,20 March 2012,21_103059
26 February 2009,https://files.ofsted.gov.uk/v1/file/917753,Full inspection: Good,17 March 2009,21_103059
08 November 2005,https://files.ofsted.gov.uk/v1/file/805845,Full inspection: Outstanding,25 November 2005,21_103059
04 December 2000,https://files.ofsted.gov.uk/v1/file/777111,Full inspection,07 March 2001,21_103059
06 December 2022,https://files.ofsted.gov.uk/v1/file/50206224,School inspection,27 January 2023,21_103060
20 June 2017,https://files.ofsted.gov.uk/v1/file/2708087,Short inspection,13 July 2017,21_103060
24 March 2015,https://files.ofsted.gov.uk/v1/file/2475061,Monitoring visit,29 April 2015,21_103060
14 November 2011,https://files.ofsted.gov.uk/v1/file/1958645,Full inspection: Good,02 February 2012,21_103060
06 May 2009,https://files.ofsted.gov.uk/v1/file/917757,Full inspection: Satisfactory,02 June 2009,21_103060
23 March 2006,https://files.ofsted.gov.uk/v1/file/827635,Full inspection: Good,20 April 2006,21_103060
13 November 2000,https://files.ofsted.gov.uk/v1/file/777499,Full inspection,01 March 2001,21_103060
25 January 2023,https://files.ofsted.gov.uk/v1/file/50212037,School inspection,23 March 2023,21_103061
28 March 2017,https://files.ofsted.gov.uk/v1/file/2686949,Short inspection,23 May 2017,21_103061
29 February 2012,https://files.ofsted.gov.uk/v1/file/1933559,Full inspection: Good,21 March 2012,21_103061
15 June 2009,https://files.ofsted.gov.uk/v1/file/917761,Full inspection: Satisfactory,06 July 2009,21_103061
20 June 2006,https://files.ofsted.gov.uk/v1/file/805849,Full inspection: Satisfactory,12 July 2006,21_103061
15 January 2001,https://files.ofsted.gov.uk/v1/file/775061,Full inspection,25 April 2001,21_103061
15 October 2013,https://files.ofsted.gov.uk/v1/file/2286317,Full inspection: Outstanding,11 November 2013,21_103069
09 January 2012,https://files.ofsted.gov.uk/v1/file/1930931,Interim assessment,20 March 2012,21_103069
20 January 2009,https://files.ofsted.gov.uk/v1/file/917769,Full inspection: Good,11 February 2009,21_103069
10 July 2006,https://files.ofsted.gov.uk/v1/file/805857,Full inspection: Satisfactory,14 September 2006,21_103069
03 April 2000,https://files.ofsted.gov.uk/v1/file/762917,Full inspection,04 July 2000,21_103069
19 September 2023,https://files.ofsted.gov.uk/v1/file/50232917,School inspection: Good,15 November 2023,21_103070
27 February 2018,https://files.ofsted.gov.uk/v1/file/2763381,Short inspection,26 March 2018,21_103070
02 July 2014,https://files.ofsted.gov.uk/v1/file/2415232,Full inspection: Good,02 September 2014,21_103070
02 December 2008,https://files.ofsted.gov.uk/v1/file/878669,Full inspection: Outstanding,05 January 2009,21_103070
20 September 2004,https://files.ofsted.gov.uk/v1/file/798073,Full inspection,02 December 2004,21_103070
21 May 2024,https://files.ofsted.gov.uk/v1/file/50250491,School inspection,24 June 2024,21_103072
09 January 2019,https://files.ofsted.gov.uk/v1/file/50054652,Full inspection: Outstanding,07 February 2019,21_103072
15 May 2018,https://files.ofsted.gov.uk/v1/file/2781589,Short inspection,25 June 2018,21_103072
20 March 2014,https://files.ofsted.gov.uk/v1/file/2369821,Full inspection: Good,28 April 2014,21_103072
14 June 2012,https://files.ofsted.gov.uk/v1/file/2027963,Full inspection: Satisfactory,06 July 2012,21_103072
14 October 2009,https://files.ofsted.gov.uk/v1/file/969905,Monitoring visit,12 January 2010,21_103072
18 September 2008,https://files.ofsted.gov.uk/v1/file/878673,Full inspection: Satisfactory,08 October 2008,21_103072
11 October 2004,https://files.ofsted.gov.uk/v1/file/799303,Full inspection,16 December 2004,21_103072
19 April 2023,https://files.ofsted.gov.uk/v1/file/50220228,School inspection,16 June 2023,21_103073
20 February 2018,https://files.ofsted.gov.uk/v1/file/2762127,Full inspection: Good,20 March 2018,21_103073
24 November 2015,https://files.ofsted.gov.uk/v1/file/2532968,Full inspection: Requires Improvement,05 January 2016,21_103073
08 February 2012,https://files.ofsted.gov.uk/v1/file/1915621,Full inspection: Good,01 March 2012,21_103073
13 October 2008,https://files.ofsted.gov.uk/v1/file/917773,Full inspection: Good,07 November 2008,21_103073
03 October 2005,https://files.ofsted.gov.uk/v1/file/805861,Full inspection: Good,21 December 2005,21_103073
28 March 2000,https://files.ofsted.gov.uk/v1/file/763701,Full inspection,28 June 2000,21_103073
16 October 2018,https://files.ofsted.gov.uk/v1/file/50037243,Short inspection,08 November 2018,21_103074
25 June 2014,https://files.ofsted.gov.uk/v1/file/2425117,Full inspection: Good,16 July 2014,21_103074
09 January 2012,https://files.ofsted.gov.uk/v1/file/1930935,Interim assessment,20 March 2012,21_103074
16 June 2009,https://files.ofsted.gov.uk/v1/file/917777,Full inspection: Good,07 July 2009,21_103074
28 June 2006,https://files.ofsted.gov.uk/v1/file/805865,Full inspection: Satisfactory,18 July 2006,21_103074
12 June 2000,https://files.ofsted.gov.uk/v1/file/762095,Full inspection,15 September 2000,21_103074
08 June 2023,https://files.ofsted.gov.uk/v1/file/50223689,School inspection,18 July 2023,21_103075
08 February 2018,https://files.ofsted.gov.uk/v1/file/2758567,Full inspection: Good,05 March 2018,21_103075
07 November 2012,https://files.ofsted.gov.uk/v1/file/2142255,Full inspection: Good,29 November 2012,21_103075
11 January 2011,https://files.ofsted.gov.uk/v1/file/1960507,Full inspection: Satisfactory,02 February 2011,21_103075
06 December 2007,https://files.ofsted.gov.uk/v1/file/878677,Full inspection: Satisfactory,08 January 2008,21_103075
10 November 2003,https://files.ofsted.gov.uk/v1/file/789347,Full inspection,20 May 2004,21_103075
11 July 2023,https://files.ofsted.gov.uk/v1/file/50229771,School inspection,02 October 2023,21_103077
28 March 2017,https://files.ofsted.gov.uk/v1/file/2682903,Short inspection,10 May 2017,21_103077
03 July 2012,https://files.ofsted.gov.uk/v1/file/2070983,Full inspection: Good,06 September 2012,21_103077
29 November 2010,https://files.ofsted.gov.uk/v1/file/1442939,Curriculum and development visit,27 January 2011,21_103077
22 September 2008,https://files.ofsted.gov.uk/v1/file/917785,Full inspection: Outstanding,10 October 2008,21_103077
10 October 2005,https://files.ofsted.gov.uk/v1/file/805873,Full inspection: Outstanding,22 November 2005,21_103077
16 October 2000,https://files.ofsted.gov.uk/v1/file/776713,Full inspection,18 January 2001,21_103077
13 June 2024,https://files.ofsted.gov.uk/v1/file/50252378,School inspection,12 July 2024,21_103078
05 November 2020,https://files.ofsted.gov.uk/v1/file/50158090,Monitoring visit,11 December 2020,21_103078
22 January 2019,https://files.ofsted.gov.uk/v1/file/50057231,Full inspection: Good,19 February 2019,21_103078
25 April 2018,https://files.ofsted.gov.uk/v1/file/2778811,Short inspection,11 June 2018,21_103078
19 March 2014,https://files.ofsted.gov.uk/v1/file/2372021,Full inspection: Good,02 May 2014,21_103078
07 March 2012,https://files.ofsted.gov.uk/v1/file/1939831,Full inspection: Satisfactory,29 March 2012,21_103078
17 November 2008,https://files.ofsted.gov.uk/v1/file/917789,Full inspection: Good,05 December 2008,21_103078
14 June 2006,https://files.ofsted.gov.uk/v1/file/805877,Full inspection: Good,05 July 2006,21_103078
17 January 2000,https://files.ofsted.gov.uk/v1/file/767449,Full inspection,12 May 2000,21_103078
22 February 2023,https://files.ofsted.gov.uk/v1/file/50215109,School inspection,27 April 2023,21_103079
20 June 2017,https://files.ofsted.gov.uk/v1/file/2723361,Short inspection,05 September 2017,21_103079
21 November 2011,https://files.ofsted.gov.uk/v1/file/1987007,Full inspection: Good,13 December 2011,21_103079
30 June 2010,https://files.ofsted.gov.uk/v1/file/975869,Interim assessment,22 July 2010,21_103079
15 January 2007,https://files.ofsted.gov.uk/v1/file/830991,Full inspection: Good,31 January 2007,21_103079
08 May 2001,https://files.ofsted.gov.uk/v1/file/768677,Full inspection,18 July 2001,21_103079
08 March 2023,https://files.ofsted.gov.uk/v1/file/50215754,School inspection,05 May 2023,21_103081
26 September 2017,https://files.ofsted.gov.uk/v1/file/2735219,Short inspection,06 November 2017,21_103081
12 March 2013,https://files.ofsted.gov.uk/v1/file/2207583,Full inspection: Good,17 April 2013,21_103081
20 January 2011,https://files.ofsted.gov.uk/v1/file/1463005,Curriculum and development visit,21 March 2011,21_103081
24 September 2009,https://files.ofsted.gov.uk/v1/file/947617,Full inspection: Satisfactory,16 October 2009,21_103081
05 December 2006,https://files.ofsted.gov.uk/v1/file/805885,Full inspection: Satisfactory,03 January 2007,21_103081
04 December 2000,https://files.ofsted.gov.uk/v1/file/776715,Full inspection,07 March 2001,21_103081
23 February 2023,https://files.ofsted.gov.uk/v1/file/50214930,School inspection,27 April 2023,21_103082
19 November 2020,https://files.ofsted.gov.uk/v1/file/50158478,Monitoring visit,18 December 2020,21_103082
04 May 2017,https://files.ofsted.gov.uk/v1/file/2686973,Short inspection,23 May 2017,21_103082
21 March 2012,https://files.ofsted.gov.uk/v1/file/1968183,Full inspection: Good,23 April 2012,21_103082
30 June 2010,https://files.ofsted.gov.uk/v1/file/975871,Interim assessment,22 July 2010,21_103082
19 September 2006,https://files.ofsted.gov.uk/v1/file/805889,Full inspection: Good,11 October 2006,21_103082
13 March 2000,https://files.ofsted.gov.uk/v1/file/764639,Full inspection,15 September 2000,21_103082
29 January 2019,https://files.ofsted.gov.uk/v1/file/50063268,Full inspection: Good,15 March 2019,21_103084
07 March 2017,https://files.ofsted.gov.uk/v1/file/2669357,Full inspection: Requires Improvement,29 March 2017,21_103084
14 March 2013,https://files.ofsted.gov.uk/v1/file/2208419,Full inspection: Good,18 April 2013,21_103084
30 March 2011,https://files.ofsted.gov.uk/v1/file/1970741,Full inspection: Satisfactory,03 May 2011,21_103084
05 June 2008,https://files.ofsted.gov.uk/v1/file/878681,Full inspection: Good,24 June 2008,21_103084
31 October 2006,https://files.ofsted.gov.uk/v1/file/863297,Curriculum and development visit,01 June 2007,21_103084
06 September 2004,https://files.ofsted.gov.uk/v1/file/797397,Full inspection,03 November 2004,21_103084
29 November 2023,https://files.ofsted.gov.uk/v1/file/50240979,School inspection: Good,06 March 2024,21_103085
05 March 2009,https://files.ofsted.gov.uk/v1/file/917797,Full inspection: Outstanding,25 March 2009,21_103085
12 June 2006,https://files.ofsted.gov.uk/v1/file/805897,Full inspection: Good,30 June 2006,21_103085
26 June 2000,https://files.ofsted.gov.uk/v1/file/768679,Full inspection,26 September 2000,21_103085
04 May 2023,https://files.ofsted.gov.uk/v1/file/50222156,School inspection,04 July 2023,21_103086
23 January 2018,https://files.ofsted.gov.uk/v1/file/2753705,Short inspection,13 February 2018,21_103086
04 June 2014,https://files.ofsted.gov.uk/v1/file/2399042,Full inspection: Good,26 June 2014,21_103086
09 January 2012,https://files.ofsted.gov.uk/v1/file/1930939,Interim assessment,20 March 2012,21_103086
10 March 2009,https://files.ofsted.gov.uk/v1/file/917801,Full inspection: Good,30 March 2009,21_103086
11 October 2005,https://files.ofsted.gov.uk/v1/file/805901,Full inspection: Good,22 November 2005,21_103086
08 November 1999,https://files.ofsted.gov.uk/v1/file/759667,Full inspection,12 May 2000,21_103086
14 June 2023,https://files.ofsted.gov.uk/v1/file/50224792,School inspection: Good,28 July 2023,21_103088
27 June 2017,https://files.ofsted.gov.uk/v1/file/2724851,Short inspection,12 September 2017,21_103088
09 November 2011,https://files.ofsted.gov.uk/v1/file/1985603,Full inspection: Good,01 December 2011,21_103088
30 June 2010,https://files.ofsted.gov.uk/v1/file/975873,Interim assessment,22 July 2010,21_103088
03 July 2007,https://files.ofsted.gov.uk/v1/file/830995,Full inspection: Good,19 July 2007,21_103088
26 February 2001,https://files.ofsted.gov.uk/v1/file/764637,Full inspection,28 June 2001,21_103088
19 January 2022,https://files.ofsted.gov.uk/v1/file/50178681,School inspection,04 March 2022,21_103090
17 January 2017,https://files.ofsted.gov.uk/v1/file/2648051,Short inspection,14 February 2017,21_103090
05 June 2013,https://files.ofsted.gov.uk/v1/file/2234433,Full inspection: Good,27 June 2013,21_103090
09 January 2012,https://files.ofsted.gov.uk/v1/file/1930943,Interim assessment,20 March 2012,21_103090
15 September 2008,https://files.ofsted.gov.uk/v1/file/917805,Full inspection: Good,30 September 2008,21_103090
12 September 2005,https://files.ofsted.gov.uk/v1/file/805905,Full inspection: Good,20 October 2005,21_103090
15 May 2000,https://files.ofsted.gov.uk/v1/file/768673,Full inspection,15 September 2000,21_103090
11 October 2023,https://files.ofsted.gov.uk/v1/file/50234326,School inspection: Outstanding,30 November 2023,21_121792
01 December 2011,https://files.ofsted.gov.uk/v1/file/1988139,Full inspection: Outstanding,05 January 2012,21_121792
09 June 2009,https://files.ofsted.gov.uk/v1/file/940335,Full inspection: Good,30 June 2009,21_121792
27 November 2008,https://files.ofsted.gov.uk/v1/file/938095,Monitoring visit,12 December 2008,21_121792
05 March 2008,https://files.ofsted.gov.uk/v1/file/912829,Full inspection: Inadequate,30 April 2008,21_121792
11 July 2007,https://files.ofsted.gov.uk/v1/file/875287,Monitoring visit,06 September 2007,21_121792
21 March 2007,https://files.ofsted.gov.uk/v1/file/863619,Monitoring visit,19 April 2007,21_121792
06 December 2006,https://files.ofsted.gov.uk/v1/file/858959,Monitoring visit,22 December 2006,21_121792
21 June 2006,https://files.ofsted.gov.uk/v1/file/827761,Monitoring visit,12 July 2006,21_121792
01 March 2006,https://files.ofsted.gov.uk/v1/file/826955,Monitoring visit,22 March 2006,21_121792
11 June 2024,https://files.ofsted.gov.uk/v1/file/50251752,School inspection: Good,08 July 2024,21_127046
16 October 2018,https://files.ofsted.gov.uk/v1/file/50037980,Monitoring visit,13 November 2018,21_127046
31 January 2013,https://files.ofsted.gov.uk/v1/file/2184609,Full inspection: Outstanding,28 February 2013,21_127046
07 January 2011,https://files.ofsted.gov.uk/v1/file/1570203,Interim assessment,17 May 2011,21_127046
18 March 2008,https://files.ofsted.gov.uk/v1/file/905045,Full inspection: Good,22 April 2008,21_127046
18 September 2019,https://files.ofsted.gov.uk/v1/file/50118535,School inspection,22 October 2019,21_130095
08 March 2016,https://files.ofsted.gov.uk/v1/file/2560675,Short inspection,18 April 2016,21_130095
